author,comment,voteCount,replyCount,channel,country
@hichamtube3349,was heisst siedler ...irgandwoher nach palästina gekommen ..palästineser werden von iherm land vertreiben und masakriert..diese siedler dann bauen ihren haüser auf diese  boden und trozdem sie werden von ganze welt unterstutzt ...für kleines kind das ist ungerecht  was in palästina geschieht......wenn ihr ehrlich seit ..schicken auch journalisten nach gaza...oder habt ihr angst von zionisten...,1,0,ZDFheuteNachrichten,Germany
@Montuirii,"I don't see many people worrying about the future of refugees in Europe.
I think almost no one wants to have them here. I'm not from here either.
For these people it is exactly the same, no bigger problem. They can migrate to another place, there are people doing this in many places around the world every day. This is not a major problem. My great-grandparents also did it once and they survived.",1,1,ZDFheuteNachrichten,Germany
@manuelay6481,Einfühlsam und respektvoll.so traurig für alle Betroffenenunfassbar.,1,0,ZDFheuteNachrichten,Germany
@gheorghefalcaru,THEY WILL TAKE PALESTINE OUT OF THE PLANET!,0,0,ZDFheuteNachrichten,Germany
@muysli.y1855,"10:13 Israel hat schon vor Hamas Angriff, Menschen in Palästina umgebracht",1,0,ZDFheuteNachrichten,Germany
@muysli.y1855,"37:10 Wenn es Ihnen gehört wo bleibt die Souveränität Westbanks?
Oder wenigsten ein Autonomie Gebiet innerhalb Israel?",0,0,ZDFheuteNachrichten,Germany
@angelina2603,"Wie kann man es erreichen, dass dieser Wahnsinn ein Ende hat! Die vielen unschuldigen Opfer unter den Israelis, die vielen unschuldigen Palästinenser. Die kriminelle Hamas, die vernichtet werden muss, aber nicht auf dem Rücken der unschuldigen zivilen Menschen: Israelis und die Palästinenser. Der Terror schafft weiteren Hass, die Revanche der Israeli auch. Wie kann man diese Gewaltspirale beenden?",0,1,ZDFheuteNachrichten,Germany
@sherifxhemali4071,"Traurig einfach, ohh die armen Israelis!!! Wenn es kein Palästina gebe würde heute Israel nicht existieren. Die Medien sollen nach Palästina und der Welt zeigen was die Israelis mit denen machen aber das ist typisch ZDF und viele andere Medien in Europa leider Gottes",2,0,ZDFheuteNachrichten,Germany
@passivgeldverdienen-geldar9528,Bist du hinrverbrannt? Israel tut das alles wegen der Hamas? Wie erklärst du dann die Zeit vor der Hamas wo Israel schon die Palästinenser abgeschlachtet hat? Kannst du eigentlich 1% logisch denken ?,0,0,ZDFheuteNachrichten,Germany
@user-ei2or3gj3n,Who?,0,0,ZDFheuteNachrichten,Germany
@ninak8370,"für die, wie wilde Tiere gejagten und vertriebenen Palästinenser wollen Sie nicht beten ???  sind es keine Menschen ???",0,0,ZDFheuteNachrichten,Germany
@user-jz7jp4jl8w,Das land gibt es doch garnicht,1,0,ZDFheuteNachrichten,Germany
@zelihaalessio6081,Das ist alles gelogen,1,0,ZDFheuteNachrichten,Germany
@megalexander1980,"23:30 die nächsten Beerdigungen folgen. Glaubt ihr wirklich dass Hamas die Geiseln befreit wenn Israel immer noch Palästinensergebiete besetzen, Palästinensische Bürger in Gaza abschlachtet und Palästinensische Bürger in Westjordanland gezielt tötet oder unschuldige im Knast steckt? UTOPIE",4,2,ZDFheuteNachrichten,Germany
@cerosss5668,"Ihr 
Lügt!!!!
Dieser Nachricht ist gelogen!!!
Israel ist terorist!
Und tötet alles, was bewegt!
Palästina hat keine Armee deswegen Hamas!
Wie sollen sie sich währen!
Diese hier ist gelogen von Kopf bis Fuß!!!
Deutsche Staat hat versagt!!!!",2,0,ZDFheuteNachrichten,Germany
