author,comment,voteCount,replyCount,channel,country
@anabelalaborinho440,"A cruz vermelha é uma organização que já não serve o interesse do meio da guerra, eles são só corpo presente.",0,0,CNN Brasil,Brasil
@jars20804,Os exercícios de Israel não conhecem um abitantes de Israel aí são burros,1,0,CNN Brasil,Brasil
@jars20804,Esses soldados que mataram os são pior que os hamas,3,1,CNN Brasil,Brasil
@RohaMaximus,"A verdade é q o exercito n@zist@ israelense mata e torturam todos que estao em gaza sem distinção de crianças mulheres e idosos. O holcausto palestino sera lembrado e todos que apoiaram nao terão perdao.
Viva a revolução socialista na América latina!
✊‍",1,0,CNN Brasil,Brasil
@jars20804,Na verdade tem muitos soldados do Israel igual hamas triste,1,2,CNN Brasil,Brasil
@itamarferreiradecarvalho487,"O estado de Israel, além de ser um estado terrorista e um regime de apartheid , são incompetentes , ao matar os reféns por engano. 
Na realidade,  não é prioridade pra Israel  a vida dos reféns.  A prioridade  é diminuir a população palestina.",2,0,CNN Brasil,Brasil
@papuette,No hay engaño. Los mataron para vulpar el hamas. No pudieron hacerlo.,1,0,CNN Brasil,Brasil
@orlandooliveira-it2wf,PT.PSOL LULA APOIA OS TERORISTAS DO RAMAS ISRAEL VAI,0,0,CNN Brasil,Brasil
@fabianaalmeida8840,Eita Jeová ,2,1,CNN Brasil,Brasil
@bomotorhp104,acontece que Israel perdendo essa guerra sem que o Benjamin está tentando salvar a sua pele ou cargo.e essa guerra e aprova disso. Achou que ia conseguir o seu objetivo tão facilmente.,1,0,CNN Brasil,Brasil
@StrigoiVampire,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0,0,CNN Brasil,Brasil
@quandovcestivernoyoutube,"os reféns  estavam com bandeiras brancas e falavam hebraico, a AFP mostrou esse detalhe.",0,0,CNN Brasil,Brasil
@juanandressanchez2686,Muito pior que Hamas,0,0,CNN Brasil,Brasil
@quandovcestivernoyoutube,pior mesmo,0,0,CNN Brasil,Brasil
